meaning,count,attribute
용품,16,0
울산광역시농아인협회,16,0
아르바이트,16,0
운동장,16,0
울산광역시청,16,0
울음소리,16,0
아주버님,16,0
우승,16,0
월세,16,0
울진군주민지원센터,16,0
울진군지부,16,0
아래,16,0
웃음소리,16,0
웃는척,16,0
운동경기,16,0
우승자,16,0
월요일,16,0
욕심,16,0
아산시수어통역센터,16,0
아첨,16,0
웃다,16,0
아차산,16,0
운전면허,16,0
월초,16,0
용인,16,0
운전면허정지,16,0
운전자,16,0
우물,16,0
용인대학교,16,0
울릉군수어통역센터,16,0
용인시수어통역센터,16,0
위스키,16,0
위선자,16,0
우즈베키스탄,16,0
원주시청,16,0
아산시지부,16,0
원한,16,0
용인시지부,16,0
울릉군주민지원센터,16,0
아산,16,0
아름답다,16,0
위로,16,0
우울,16,0
울릉군지부,16,0
용산구지부,16,0
용산구주민지원센터,16,0
용산,16,0
원활,16,0
원주시수어통역센터,16,0
원주,16,0
아산시청,16,0
용사,16,0
월급,16,0
운동화,16,0
위임,16,0
원주시지부,16,0
오십이,16,0
욕망,16,0
영주시수어통역센터,16,0
언약,16,0
얻어먹다,16,0
얼굴,16,0
얼굴이빨개지다,16,0
얼굴형,16,0
영주시청,16,0
엄청나다,16,0
엉뚱,16,0
에버랜드,16,0
영주시지부,16,0
여객선,16,0
여경,16,0
여공,16,0
영월군지부,16,0
영암군수어통역센터,16,0
여군,16,0
영월군주민지원센터,16,0
여대생,16,0
영월군수어통역센터,16,0
영어,16,0
영양군지부,16,0
여덟명,16,0
여덟배,16,0
여덟번째,16,0
여동생,16,0
영양군주민지원센터,16,0
영양군수어통역센터,16,0
영암군지부,16,0
영천시수어통역센터,16,0
어차피,16,0
어쩔 수 없다,16,0
어색하다,16,0
양주시수어통역센터,16,0
양주시지부,16,0
예산군지부,16,0
양주시청,16,0
양천,16,0
예산군주민지원센터,16,0
양천구수어통역센터,16,0
양천구주민지원센터,16,0
양천구지부,16,0
예산군수어통역센터,16,0
양치,16,0
양털,16,0
양평,16,0
예쁘다,16,0
양평군수어통역센터,16,0
양평군주민지원센터,16,0
양평군지부,16,0
예금,16,0
예고,16,0
예견,16,0
어른,16,0
어리석다,16,0
어린이날,16,0
어린이대공원,16,0
영천시청,16,0
영천시지부,16,0
어림없다,16,0
영암군주민지원센터,16,0
영아,16,0
예술,16,0
연희맛로,16,0
여행지,16,0
역겹다,16,0
역력하다,16,0
연구소,16,0
연구실,16,0
연기,16,0
열아홉번째,16,0
열심,16,0
열세번째,16,0
열번째,16,0
열배,16,0
열명,16,0
열두번째,16,0
연꽃,16,0
여드름,16,0
연합,16,0
연하다,16,0
연령제한,16,0
연패,16,0
연초,16,0
연천군지부,16,0
연말,16,0
연천군주민지원센터,16,0
연설,16,0
연설문,16,0
연애편지,16,0
연천,16,0
연천군수어통역센터,16,0
여행자,16,0
여행사,16,0
염색,16,0
여학생,16,0
여리다,16,0
여배우,16,0
여섯명,16,0
여섯배,16,0
영문법,16,0
여섯번째,16,0
여성복,16,0
여성학과,16,0
여수,16,0
영등포구주민지원센터,16,0
영등포구수어통역센터,16,0
여수시수어통역센터,16,0
여수시지부,16,0
여수시청,16,0
여아,16,0
영동군지부,16,0
영동군주민지원센터,16,0
영동군수어통역센터,16,0
영덕군수어통역센터,16,0
영광군지부,16,0
영광군주민지원센터,16,0
영광군수어통역센터,16,0
영,16,0
여주시수어통역센터,16,0
여주시청,16,0
여탕,16,0
여학교,16,0
양주,16,0
예술가,16,0
욕구,16,0
안양시수어통역센터,16,0
완패,16,0
완주군주민지원센터,16,0
완벽,16,0
안성시청,16,0
안심,16,0
완료,16,0
완납,16,0
안양,16,0
와인,16,0
옷장,16,0
올림픽공원,16,0
올림픽경기,16,0
안양대학교,16,0
온실,16,0
알코올중독,16,0
온순하다,16,0
안양시지부,16,0
안양시청,16,0
안위,16,0
온도,16,0
옥천군지부,16,0
옥천군주민지원센터,16,0
옥천군수어통역센터,16,0
오천오백만,16,0
오천오백,16,0
오천만,16,0
알록달록,16,0
오천,16,0
안성시수어통역센터,16,0
안성,16,0
안색,16,0
안산,16,0
요리사,16,0
요강,16,0
외할아버지,16,0
외할머니,16,0
외아들,16,0
아프리카,16,0
외손자,16,0
외손녀,16,0
아홉명,16,0
아홉배,16,0
외상값,16,0
아홉번째,16,0
악몽,16,0
악습,16,0
악영향,16,0
악용,16,0
외동딸,16,0
안경원,16,0
안내원,16,0
외국인,16,0
외국어,16,0
왜,16,15
안녕하세요,16,0
안다,16,0
안동시수어통역센터,16,0
안동시지부,16,0
왕족,16,0
알맞다,16,0
오억오천만,16,0
양젖,16,0
오늘,16,0
오백억,16,0
오백만,16,0
오백,16,0
오만오천,16,0
오만,16,0
오리알,16,0
오래도록,16,0
약학,16,0
약효,16,0
얌전하다,16,0
양계,16,0
양다리,16,0
양산,16,0
오,16,0
오억,16,0
양산로,16,0
옛것,16,0
양산시청,16,0
예천군주민지원센터,16,0
예천군수어통역센터,16,0
양서,16,0
양식,16,0
양양군지부,16,0
예정,16,0
예절,16,0
예전,16,0
예식장,16,0
예습,16,0
오백오십,16,0
야망,16,0
야구부,16,0
오백오십만,16,0
오십팔,16,0
오십칠,16,0
오십일,16,0
암살,16,0
오십육,16,0
오십오억,16,0
압류,16,0
오십오만,16,0
오십오,16,0
오십억,16,0
오십삼,16,0
오십사,16,0
오십만,16,0
오십구,16,0
압정,16,0
앞서가다,16,0
애국자,16,0
오십,16,0
오산시지부,16,0
오산시시청,16,0
애매하다,16,0
오산시수어통역센터,16,0
애처,16,0
야간경비,16,0
야구,16,0
오산,16,0
오빠,16,0
유권자,16,0
제천시지부,16,0
유대인,16,0
칼국수,16,0
칠억오천만,16,0
칠천,16,0
칠천만,16,0
칠천오백,16,0
칠천오백만,16,0
침착,16,0
칩거,16,0
카지노,16,0
칼,16,0
칼슘,16,0
칠십팔,16,0
캄보디아,16,0
커피,16,0
코,16,0
코치,16,0
코코아,16,0
콜라,16,0
콧물,16,0
콩가루,16,0
콩기름,16,0
칠억,16,0
칠십칠,16,0
콩잎,16,0
칠백오십만,16,0
칠,16,0
칠곡군수어통역센터,16,0
칠곡군주민지원센터,16,0
칠곡군지부,16,0
칠만,16,0
칠만오천,16,0
칠백,16,0
칠백만,16,0
칠백오십,16,0
칠십,16,0
칠십일,16,0
칠십구,16,0
칠십만,16,0
칠십사,16,0
칠십삼,16,0
칠십억,16,0
칠십오,16,0
칠십오만,16,0
칠십오억,16,0
칠십이,16,0
콩밭,16,0
큰소리,16,0
유도,16,0
퇴원,16,0
테니스,16,0
토기,16,0
통역사,16,0
통영시수화통역센터,16,0
통영시지부,16,0
통영시청,16,0
통조림,16,0
통증,16,0
통찰,16,0
퇴임,16,0
턱,16,0
투쟁,16,0
특권,16,0
특기,16,0
특명,16,0
특선,16,0
틀림없다,16,0
파도,16,0
파랑,16,0
파악하다,16,0
털,16,0
터미널,16,0
큰아버지,16,0
탁구공,16,0
큰어머니,16,0
큰언니,16,0
큰형,16,0
키다리,16,0
키우다,16,0
킬로그램,16,0
킬로미터,16,0
타이트하다,16,0
타인,16,0
탈,16,0
태안군지부,16,0
탈영,16,0
탈춤,16,0
탈환,16,0
탐욕,16,0
태극기,16,0
태만,16,0
태백,16,0
태안군수어통역센터,16,0
태안군주민지원센터,16,0
친하다,16,0
친척,16,0
친자,16,0
체형,16,0
청양군지부,16,0
청원,16,0
청주,16,0
청주시수어통역센터,16,0
청주시지부,16,0
청주시청,16,0
청진기,16,0
체납,16,0
체취,16,0
초대권,16,0
청양군수어통역센터,16,0
초라,16,0
초록,16,0
초면,16,0
초산,16,0
초상화,16,0
초혼,16,0
촉박,16,0
촉진,16,0
촛불,16,0
청양군주민지원센터,16,0
청송군지부,16,0
친아들,16,0
철원군수어통역센터,16,0
천안시청,16,0
천연색,16,0
천오백,16,0
천오백만,16,0
천황,16,0
철,16,0
철교,16,0
철근,16,0
철문,16,0
철원군주민지원센터,16,0
청송군주민지원센터,16,0
철원군지부,16,0
철판,16,0
첩첩산중,16,0
청년,16,0
청도군수어통역센터,16,0
청도군주민지원센터,16,0
청소년,16,0
청소당번,16,0
청송군수어통역센터,16,0
총각,16,0
총괄,16,0
총괄자,16,0
취업,16,0
충북,16,0
충북농아인협회,16,0
충북도청,16,0
충성,16,0
충주시수어통역센터,16,0
충주시지부,16,0
충주시청,16,0
충혈,16,0
취객,16,0
치과의사,16,0
총무,16,0
치료,16,0
치료법,16,0
치료제,16,0
치매,16,0
치아,16,0
치약,16,0
친구,16,0
친모,16,0
친부,16,0
충남도청,16,0
충남농아인협회,16,0
충남,16,0
충격,16,0
총소리,16,0
총회,16,0
최대,16,0
최상급,16,0
최소,16,0
추남,16,0
추녀,16,0
추수,16,0
추억,16,0
추출,16,0
추측,16,0
축구장,16,0
축하,16,0
춘천시수어통역센터,16,0
춘천시지부,16,0
춘천시청,16,0
출산증가,16,0
출석,16,0
출장,16,0
파주,16,0
파주시수어통역센터,16,0
파주시지부,16,0
홍콩,16,0
혹시,16,0
혼자,16,0
홍성군주민지원센터,16,0
홍수,16,0
홍은중앙로,16,0
홍익대학교,16,0
홍천군수어통역센터,16,0
홍천군주민지원센터,16,0
홍천군지부,16,0
화가,16,0
호명,16,0
화상,16,0
화상채팅,16,0
화성,16,0
화성시지부,16,0
화성시청,16,0
화실,16,0
화요일,16,0
화천군수어통역센터,16,0
화천군주민지원센터,16,0
호수,16,0
호떡,16,0
해남군지부,16,0
혀,16,0
햅쌀,16,0
햇빛,16,0
행거,16,0
행동,16,0
행복,16,0
허약자,16,0
허탕,16,0
헛수고,16,0
헤드라이트,16,0
현대,16,0
형제지간,16,0
현충로,16,0
현충일,16,0
혈서,16,0
혈안,16,0
혈액형,16,0
혈통,16,0
형,16,0
형수,16,0
형식,16,0
화천군지부,16,0
확답,16,0
확약,16,0
흙,16,0
후천적,16,0
후회,16,0
훈련,16,0
훌륭,16,0
훑어보다,16,0
흑백,16,0
흑백영화,16,0
흑색,16,0
흔들리다,16,0
흙내음,16,0
확인서,16,0
흠집,16,0
흡연실,16,0
흩어지다,16,0
희망,16,0
희미,16,0
희생,16,0
희생자,16,0
흰,16,0
힘,16,0
후지다,16,0
후원,16,0
횡성군지부,16,0
회칙,16,0
확정,16,0
환갑,16,0
환대,16,0
환자,16,0
환자실,16,0
황금,16,0
황금기,16,0
황금색,16,0
황토,16,0
황홀,16,0
회개,16,0
회사,16,0
회상,16,0
회색,16,0
회생,16,0
회식,16,0
회원,16,0
회의록,16,0
회장,16,0
해내다,16,0
해남군주민지원센터,16,0
파주시청,16,0
평창군수어통역센터,16,0
팔억오천만,16,0
팔천,16,0
팔천만,16,0
팔천오백,16,0
팔천오백만,16,0
편견,16,0
평가하다,16,0
평안,16,0
평일,16,0
평창군주민지원센터,16,0
팔십팔,16,0
평창지부,16,0
평택,16,0
평택시수어통역센터,16,0
평택시지부,16,0
평택시청,16,0
평화로,16,0
포천시수어통역센터,16,0
포천시지부,16,0
포천시청,16,0
팔억,16,0
팔십칠,16,0
해남군수어통역센터,16,0
팔십,16,0
파헤치다,16,0
판결,16,0
팔랑귀,16,0
팔만,16,0
팔만오천,16,0
팔백,16,0
팔백만,16,0
팔백오십,16,0
팔백오십만,16,0
팔십구,16,0
팔십일,16,0
팔십만,16,0
팔십사,16,0
팔십삼,16,0
팔십억,16,0
팔십오,16,0
팔십오만,16,0
팔십오억,16,0
팔십육,16,0
팔십이,16,0
포켓,16,0
포항,16,0
포항시지부,16,0
한숨,16,0
학업,16,0
한국민속촌,16,0
한국어,16,0
한국은행,16,0
한국인,16,0
한글,16,0
한글날,16,0
한눈팔다,16,0
한명,16,0
한약,16,0
포항시청,16,0
한약방,16,0
할머니,16,0
할아버지,16,0
함안군수화통역센터,16,0
함안군주민지원센터,16,0
함안군지부,16,0
합심,16,0
합의,16,0
항공사,16,0
학식,16,0
학습,16,0
학수고대,16,0
학생생활기록부,16,0
품격,16,0
풍성,16,0
피곤,16,0
피곤하다,16,0
피해자,16,0
필기시험,16,0
필리핀,16,0
하남,16,0
하남시수어통역센터,16,0
하남시지부,16,0
하남시청,16,0
하는수없다,16,0
하동군수화통역센터,16,0
하동군주민지원센터,16,0
하동군지부,16,0
하루,16,0
하산,16,0
학교연혁,16,0
학부모,16,0
천안시지부,16,0
천안시수어통역센터,16,0
천안,16,0
인성,16,0
익사,16,0
익산시지부,16,0
익산시청,16,0
익숙,16,0
인격,16,0
인도,16,0
인력,16,0
인사법,16,0
인상,16,0
인심,16,0
이화여자대학교,16,0
인자,16,0
인증,16,0
인질,16,0
인천,16,0
인천광역시청,16,0
인체,16,0
인터체인지,16,0
일,16,0
일곱명,16,0
익명,16,0
이해,16,0
이십삼,16,0
이억,16,0
이십오,16,0
이십오만,16,0
이십오억,16,0
이십육,16,0
이십이,16,0
이십일,16,0
이십칠,16,0
이십팔,16,0
이어폰,16,0
이억오천만,16,0
이탈리아,16,0
이의,16,0
이중인격,16,0
이집트,16,0
이천만,16,0
이천시수어통역센터,16,0
이천시지부,16,0
이천시청,16,0
이천오백,16,0
이천오백만,16,0
일곱배,16,0
일곱번째,16,0
일반인,16,0
자유,16,0
자라다,16,0
자랑,16,0
자막,16,0
자비없다,16,0
자살,16,0
자살자,16,0
자석,16,0
자습,16,0
자승자박,16,0
자정,16,0
일반직,16,0
자존심,16,0
작명,16,0
작살내다,16,0
작업복,16,0
작은아빠,16,0
작은엄마,16,0
작은할아버지,16,0
잔소리,16,0
잘하다,16,0
자극,16,0
잊어버리다,16,0
입원,16,0
입맛에맞지않다,16,0
일본,16,0
일본어,16,0
일본인,16,0
일부러,16,0
일산,16,0
일석이조,16,0
일억,16,0
일억오천만,16,0
일인다역,16,0
일임,16,0
일자무식,16,0
일터,16,0
일확천금,16,0
임기응변,16,0
임시협약,16,0
임신,16,0
임실군수어통역센터,16,0
임실군지부,16,0
입,16,0
이십억,16,0
이십사,16,0
잠옷,16,0
육억오천만,16,0
육십오,16,0
육십오만,16,0
육십오억,16,0
육십육,16,0
육십이,16,0
육십일,16,0
육십칠,16,0
육십팔,16,0
육억,16,0
육천,16,0
육십삼,16,0
육천만,16,0
육천오백,16,0
육천오백만,16,0
은신처,16,0
은평구수어통역센터,16,0
은평구주민지원센터,16,0
은평구지부,16,0
은행로,16,0
을지로3가,16,0
육십억,16,0
육십사,16,0
이십만,16,0
유조선,16,0
유럽,16,0
유명무실,16,0
유명하다,16,0
유성구수어통역센터,16,0
유성구주민지원센터,16,0
유성구지부,16,0
유식,16,0
유언,16,0
유전,16,0
유학,16,0
육십만,16,0
육,16,0
육만,16,0
육만오천,16,0
육백,16,0
육백만,16,0
육백억,16,0
육백오십,16,0
육백오십만,16,0
육십,16,0
을지로4가,16,0
음료수,16,0
음악가,16,0
이백육십,16,0
이백,16,0
이백구십,16,0
이백만,16,0
이백사십,16,0
이백삼십,16,0
이백십,16,0
이백억,16,0
이백오십,16,0
이백오십만,16,0
이백이십,16,0
응접실,16,0
이백칠십,16,0
이백팔십,16,0
이불,16,0
이사,16,0
이상,16,0
이스라엘,16,0
이심전심,16,0
이십,16,0
이십구,16,0
이미,16,0
이만오천,16,0
이만,16,0
이마,16,0
의사,16,0
의성,16,0
의성군수어통역센터,16,0
의성군지부,16,0
의심,16,0
의왕시지부,16,0
의왕시청,16,0
의욕,16,0
의정부,16,0
의정부시수어통역센터,16,0
의정부시지부,16,0
의정부시청,16,0
의학,16,0
이,16,0
이것,16,0
이기주의,16,0
이란,16,0
이력,16,0
이름,16,0
잠기다,16,0
잠자다,16,0
천벌,16,0
진도군주민지원센터,16,0
지방경찰청장,16,0
지식인,16,0
지팡이,16,0
지혜,16,0
직무대행,16,0
직원,16,0
직책,16,0
진단서,16,0
진도군수어통역센터,16,0
진도군지부,16,0
지급일,16,0
진땀나다,16,0
진상,16,0
진수성찬,16,0
진실,16,0
진주시수화통역센터,16,0
진주시지부,16,0
진주시청,16,0
진천군수어통역센터,16,0
진천군지부,16,0
지도법,16,0
지겹다,16,0
주목,16,0
중도포기,16,0
주민센터,16,0
주방장,16,0
주요점,16,0
주유소,16,0
주정뱅이,16,0
주차장,16,0
준우승,16,0
중,16,0
중국,16,0
중독되다,16,0
증거,16,0
중랑구수어통역센터,16,0
중랑구주민지원센터,16,0
중랑구지부,16,0
중립,16,0
중매,16,0
중병,16,0
중앙대학교,16,0
쥐덫,16,0
즐겁다,16,0
진하기,16,0
질색,16,0
질투,16,0
책임,16,0
창녕군지부,16,0
창백,16,0
창원,16,0
창원시수화통역센터,16,0
창원시지부,16,0
창원시청,16,0
창피,16,0
채용자,16,0
책무,16,0
책임이사,16,0
집요,16,0
책임자,16,0
책임지다,16,0
챔피언,16,0
처남,16,0
처녀,16,0
처형,16,0
천,16,0
천리,16,0
천만,16,0
창녕군수화통역센터,16,0
찻길,16,0
참외,16,0
참새,16,0
집주인,16,0
짓밟다,16,0
징검다리,16,0
징그럽다,16,0
짜증,16,0
짜증내다,16,0
짬뽕,16,0
차다,16,0
차도,16,0
차량번호판,16,0
차멀미,16,0
차분,16,0
착각,16,0
착취,16,0
찬물,16,0
찰나,16,0
참가자,16,0
참관,16,0
참다,16,0
주문서,16,0
주관,16,0
장난,16,0
전기기술자,16,0
재청,16,0
재택근무,16,0
재학,16,0
재혼,16,0
저명인사,16,0
저택,16,0
적극,16,0
적중하다,16,0
전근,16,0
전기세,16,0
재산,16,0
전남,16,0
전남농아인협회,16,0
전남도청,16,0
전멸,16,0
전북농아인협회,16,0
전북도청,16,0
전세,16,0
전심전력,16,0
전염,16,0
재임,16,0
재봉틀,16,0
죄송,16,0
장애인등에대한특수교육법,16,0
장난감,16,0
장녀,16,0
장단점,16,0
장려하다,16,0
장로교,16,0
장모,16,0
장애아동수당,16,0
장애유형,16,0
장애인기능경기대회,16,0
장애인복지관,16,0
재벌,16,0
장애인연금,16,0
장인,16,0
장인어른,16,0
장학,16,0
장흥군수어통역센터,16,0
장흥군주민지원센터,16,0
장흥군지부,16,0
재고,16,0
재미없다,16,0
전쟁터,16,0
전주,16,0
전주시수어통역센터,16,0
조회,16,0
제천시수어통역센터,16,0
아둔하다,16,0
제천시청,16,0
조간신문,16,0
조상,16,0
조용하다,16,0
조종하다,16,0
조직도,16,0
조카,16,0
존경하다,16,0
전주시지부,16,0
졸리다,16,0
졸업장,16,0
종각,16,0
종로5가,16,0
종로구주민지원센터,16,0
종로구지부,16,0
종소리,16,0
종아리맞다,16,0
종점,16,0
제주특별자치도농아인협회,16,0
제주시청,16,0
제주시지부,16,0
제주시수화통역센터,16,0
전주시청,16,0
전화번호,16,0
절도죄,16,0
절수,16,0
젊다,16,0
점등,16,0
정도,16,0
정밀검사,16,0
정벌,16,0
정보차단,16,0
정성껏,16,0
정신장애,16,0
정의,16,0
제법,16,0
제부,16,0
제사,16,0
제안,16,0
제주도,16,0
제주도청,16,0
아들딸,16,0
서약서,16,0
매료되다,16,0
동대문구수어통역센터,16,0
결혼식,16,0
두산로,16,0
뒷산,16,0
드러나다,16,0
듣다,16,0
결합을끊다,16,0
결코,16,0
들러리,16,0
들어맞다,16,0
들추어내다,16,0
등교,16,0
등록금,16,0
등산,16,0
등지다,16,0
디자이너,16,0
디자인,16,0
딸,16,0
딸기,16,0
결사,16,0
두부,16,0
두번째,16,0
두배,16,0
동작구수어통역센터,16,0
동대문구지부,16,0
동두천,16,0
동두천시수어통역센터,16,0
동두천시지부,16,0
동두천시청,16,0
동메달,16,0
동아리,16,0
동의,16,0
동작구주민지원센터,16,0
두명,16,0
동작구지부,16,0
동해시수어통역센터,16,0
동해시청,16,0
동화책,16,0
돼지고기,16,0
겹치다,16,0
겸손,16,0
두근거리다,16,0
결벽,16,0
견제하다,16,0
때문,16,0
검술,16,0
마음에들다,16,0
마지못하다,16,0
마천로,16,0
검정머리,16,0
마포,16,0
검정,16,0
마포구주민지원센터,16,0
마포구지부,16,0
막걸리,16,0
마을버스,16,0
막말,16,0
막상막하,16,0
만,16,0
걸핏하면,16,0
만리재로,16,0
만만하다,16,0
만오천,16,0
걸음걸이,16,0
마음,16,0
마스크,16,0
떡국,16,0
라면,16,0
견습소,16,0
견문,16,0
뙤약볕,16,0
뚫다,16,0
겨드랑이,16,0
게으르다,16,0
겉모습,16,0
뜨겁다,16,0
로마,16,0
마술사,16,0
롯데월드,16,0
마곡중앙로,16,0
마구간,16,0
마라톤,16,0
마르다,16,0
마른내로,16,0
마산,16,0
마산시수화통역센터,16,0
동대문구주민지원센터,16,0
동구주민지원센터,16,0
맏형,16,0
경과실,16,0
대구광역시농아인협회,16,0
대구광역시청,16,0
대기,16,0
경찰청장,16,0
대기업,16,0
대단하다,16,0
대덕구주민지원센터,16,0
대덕구지부,16,0
대독,16,0
대만,16,0
대방동길,16,0
경찰서,16,0
대성공,16,0
대전,16,0
대전광역시청,16,0
경주시청,16,0
대지,16,0
경주시지부,16,0
대필,16,0
대구,16,0
대교,16,0
경찰행정,16,0
달인,16,0
달리다,16,0
달빛,16,0
달서구수어통역센터,16,0
달서구지부,16,0
고등학교,16,0
고깃국,16,0
고급지다,16,0
달성,16,0
계획적,16,0
당하다,16,0
계획,16,0
답답,16,0
답안지,16,0
계약금,16,0
당뇨병,16,0
당진시수어통역센터,16,0
당진시청,16,0
계기,16,0
던지다,16,0
덥다,16,0
경주시수어통역센터,16,0
돌무덤,16,0
독재자,16,0
돈화문로,16,0
경북,16,0
돋보이다,16,0
돌,16,0
돌곶이로,16,0
돌기둥,16,0
돌다리,16,0
돌벽,16,0
독일,16,0
돌보다,16,0
경로당,16,0
경동시장로,16,0
경남도청,16,0
동갑,16,0
동거,16,0
경기도청,16,0
경기농아인협회,16,0
독일어,16,0
경북도청,16,0
도련님,16,0
경비실,16,0
도벽,16,0
도봉구수어통역센터,16,0
도봉구주민지원센터,16,0
도봉구지부,16,0
도신로,16,0
경산시청,16,0
경산시지부,16,0
경산시수어통역센터,16,0
도자기기술,16,0
독신,16,0
경비,16,0
독도,16,0
독립,16,0
독보적,16,0
독산,16,0
독서,16,0
독서광,16,0
독식,16,0
만취,16,0
걸스카우트,16,0
강서구지부,16,0
무지개,16,0
미국,16,0
미군,16,0
미남,16,0
미납,16,0
미녀,16,0
미달성,16,0
미성년,16,0
미소,16,0
미신,16,0
미심쩍다,16,0
같다,16,0
강화군지부,16,0
미완성,16,0
미진하다,16,0
미치광이,16,0
공교롭다,16,0
미행,16,0
미혼,16,0
믿다,16,0
물통,16,0
물총,16,0
물약,16,0
문래로,16,0
무허가,16,0
문경시수어통역센터,16,0
문경시지부,16,0
거목,16,0
개학,16,0
개입하지않는다,16,0
문경시청,16,0
문득,16,0
개명,16,0
물론,16,0
문잠그다,16,0
문학,16,0
문화유산,16,0
묻다,16,0
물귀신,16,0
물놀이,16,0
개똥,16,0
물다,16,0
강화군주민지원센터,16,0
강풍,16,0
밀거래단,16,0
강약,16,0
반장,16,0
반환,16,0
강원도농아인협회,16,0
발가락,16,0
발각,16,0
발견,16,0
발산,16,0
강원도,16,0
발언권,16,0
반성하다,16,0
강아지,16,0
발인,16,0
밤나무,16,0
밤샘,16,0
밥,16,0
밥그릇,16,0
밥솥,16,0
방금,16,0
반역,16,0
반드시,16,0
밀고,16,0
강진군수어통역센터,16,0
밀서,16,0
밀양시수화통역센터,16,0
밀양시지부,16,0
밀양시청,16,0
밀작,16,0
강철,16,0
강진군지부,16,0
강진군주민지원센터,16,0
강원도청,16,0
반납,16,0
바다,16,0
바람,16,0
바래다,16,0
바르다,16,0
바보,16,0
바쁘다,16,0
밖,16,0
반갑다,16,0
무통,16,0
무주군지부,16,0
말끼어들기,16,0
무주군주민지원센터,16,0
먹구름,16,0
먹칠하다,16,0
멀다,16,0
멍청하다,16,0
며느리,16,0
면박,16,0
면역,16,0
면적,16,0
명단,16,0
명령,16,0
명마,16,0
명예,16,0
명지대길,16,0
모범,16,0
모범생,16,0
목,16,0
목공예,16,0
목마르다,16,0
목재,16,0
먹,16,0
머리카락,16,0
머리,16,0
건성건성,16,0
말솜씨,16,0
맛없다,16,0
망가지다,16,0
망각,16,0
망설이다,16,0
망신,16,0
망아지,16,0
건장,16,0
맞추다,16,0
건달,16,0
매력,16,0
아내,16,0
매일매일,16,0
매표소,16,0
매형,16,0
맷돌,16,0
건성,16,0
맹학교,16,0
건강,16,0
목포,16,0
목포시수어통역센터,16,0
거슬리다,16,0
무리,16,0
무매력,16,0
무법자,16,0
무분별,16,0
무산,16,0
무섭다,16,0
무소식,16,0
무소유,16,0
무시,16,0
거역,16,0
거북선,16,0
무안군수어통역센터,16,0
무안군지부,16,0
무의미,16,0
무인상,16,0
무자격,16,0
무자유,16,0
무주군수어통역센터,16,0
무료교육,16,0
거저먹다,16,0
목포시지부,16,0
못생기다,16,0
목포시청,16,0
몰리다,16,0
거창군지부,16,0
거창군주민지원센터,16,0
몸무게,16,0
못견디다,16,0
못마땅하다,16,0
못보았다,16,0
무,16,0
거절,16,0
무각오,16,0
거창군수화통역센터,16,0
거제시청,16,0
무경험,16,0
거제시지부,16,0
무궁화,16,0
무기력,16,0
무념무상,16,0
고등학생,16,0
고려대학교,16,0
달다,16,0
구리시지부,16,0
구십이,16,0
구십일,16,0
구십칠,16,0
