meaning,count,attribute
구십팔,16,0
구억,16,0
구억오천만,16,0
곡성군수어통역센터,16,0
구인,16,0
고흥군지부,16,0
구직,16,0
구천,16,0
구천만,16,0
구천오백,16,0
구천오백만,16,0
구화,16,0
국그릇,16,0
국기,16,0
고흥군주민지원센터,16,0
국어학,16,0
구십육,16,0
구십오억,16,0
구십오만,16,0
구백오십,16,0
구만,16,0
구만오천,16,0
구미시수어통역센터,16,0
구미시지부,16,0
구미시청,16,0
구백,16,0
구백만,16,0
구백억,16,0
구백오십만,16,0
구십오,16,0
구분,16,0
구십,16,0
구십구,16,0
곡성군주민지원센터,16,0
구십만,16,0
구십사,16,0
구십삼,16,0
구십억,16,0
국왕,16,0
군가,16,0
군마,16,0
금산,16,0
귀중품,16,0
고추,16,0
고창군지부,16,0
그날,16,0
그렇다,16,0
그립다,16,0
근무,16,0
글,16,0
고창군주민지원센터,16,0
귀부인,16,0
고창군수어통역센터,16,0
금시초문,16,0
금식,16,0
고집,16,0
금연,16,0
금요일,16,0
고질적,16,0
금정구지부,16,0
고추가루,16,0
귀,16,0
군복,16,0
군위주민지원센터,16,0
군비행장,16,0
고흥군수어통역센터,16,0
군사혁명,16,0
군산,16,0
군산시수어통역센터,16,0
군산시지부,16,0
군위군수어통역센터,16,0
군위군지부,16,0
고춧잎,16,0
권투,16,0
군포,16,0
군포시수어통역센터,16,0
군포시지부,16,0
궁리,16,0
궁지,16,0
궁핍하다,16,0
궁하다,16,0
권력,16,0
구리시청,16,0
구리시수어통역센터,16,0
달,16,0
구리,16,0
과태료,16,0
관계,16,0
관계없다,16,0
관광,16,0
관광버스,16,0
관습,16,0
관악,16,0
관악구수어통역센터,16,0
관악구주민지원센터,16,0
관악구지부,16,0
광기,16,0
광명,16,0
광명시수어통역센터,16,0
광명시지부,16,0
광명시청,16,0
광산구수어통역센터,16,0
골절,16,0
광산구지부,16,0
광양군수어통역센터,16,0
과천시청,16,0
과천시지부,16,0
과천,16,0
공주시청,16,0
공군본부,16,0
공문,16,0
공석,16,0
공개,16,0
곰방대,16,0
공식발표,16,0
공주시수어통역센터,16,0
공주시지부,16,0
공증,16,0
과장,16,0
골키퍼,16,0
공항시장,16,0
공휴일,16,0
과로,16,0
골짜기,16,0
과시,16,0
과용,16,0
과음,16,0
광양군주민지원센터,16,0
광양군지부,16,0
광주,16,0
구,16,0
교육자,16,0
교육청,16,0
교장,16,0
교제,16,0
교탁,16,0
교통기본교육,16,0
곡성군지부,16,0
교통안전교육,16,0
구걸,16,0
교실,16,0
구경,16,0
구급차,16,0
구두,16,0
구두액,16,0
구렁이,16,0
구로구수어통역센터,16,0
구로구주민지원센터,16,0
구로구지부,16,0
교육과정,16,0
교수,16,0
광주광역시농아인협회,16,0
괴롭다,16,0
광주광역시청,16,0
광주시수어통역센터,16,0
광주시지부,16,0
광주시청,16,0
광진구수어통역센터,16,0
광진구주민지원센터,16,0
광진구지부,16,0
광화문,16,0
괴롭히다,16,0
교섭,16,0
괴산군수어통역센터,16,0
괴산군주민지원센터,16,0
괴산군지부,16,0
괴팍하다,16,0
교가,16,0
교모,16,0
교무실,16,0
교사직무,16,0
금주,16,0
금천,16,0
금천구수어통역센터,16,0
금천구지부,16,0
너,16,0
너그럽다,16,0
너희,16,0
넘기다,16,0
네덜란드,16,0
네명,16,0
네배,16,0
네번째,16,0
네쌍둥이,16,0
노고,16,0
노년기,16,0
노랑,16,0
노래,16,0
노량진,16,0
고백,16,0
노르웨이,16,0
노부모,16,0
노원구수어통역센터,16,0
노원구주민지원센터,16,0
냉커피,16,0
냄새맡다,16,0
냄비,16,0
고소,16,0
남아,16,0
남양주,16,0
남양주시수어통역센터,16,0
남양주시지부,16,0
남양주시청,16,0
남원,16,0
남원시지부,16,0
남원시청,16,0
남편,16,0
내정,16,0
남해군수화통역센터,16,0
남해군주민지원센터,16,0
남해군지부,16,0
낭패,16,0
고성지부,16,0
고성군지부,16,0
낳다,16,0
내버려두다,16,0
노원구지부,16,0
노인,16,0
노화,16,0
다섯번째,16,0
능력자,16,0
능숙,16,0
다과,16,0
다복,16,0
고령군주민지원센터,16,0
다산로,16,0
다섯명,16,0
다섯배,16,0
다행,16,0
느낌,16,0
단명,16,0
단문,16,0
단양군수어통역센터,16,0
단양군주민지원센터,16,0
단양군지부,16,0
단어,16,0
단전,16,0
고령군수어통역센터,16,0
늙다,16,0
뉴질랜드,16,0
녹초,16,0
고리타분,16,0
논,16,0
논란,16,0
고민,16,0
논의,16,0
놀다,16,0
놀라다,16,0
놀리다,16,0
농부,16,0
농수산시장로,16,0
눕다,16,0
농인,16,0
놓치다,16,0
누구,16,15
누나,16,0
고령군지부,16,0
눈가림,16,0
눈썰미,16,0
눈썹,16,0
남성적,16,0
남산,16,0
남부터미널,16,0
김천시수어통역센터,16,0
기회주의,16,0
긴가민가,16,0
길몽,16,0
길운,16,0
길일,16,0
김제시수어통역센터,16,0
김제시지부,16,0
김제시청,16,0
김천시지부,16,0
기초확인,16,0
김포,16,0
김포대로,16,0
김포시수어통역센터,16,0
김포시청,16,0
고용,16,0
김해시지부,16,0
김해시청,16,0
깃털,16,0
기혼,16,0
기초체조,16,0
까마귀,16,0
기막히다,16,0
금천구청,16,0
고조할아버지,16,0
급행,16,0
고인,16,0
기대,16,0
기대다,16,0
기름,16,0
기린,16,0
기민하다,16,0
기차역,16,0
기발,16,0
기분,16,0
기세등등,16,0
기술,16,0
기술자,16,0
기억,16,0
기절초풍,16,0
기지,16,0
까다롭다,16,0
깎다,16,0
남부지방,16,0
날쎄다,16,0
나주시지부,16,0
나주시청,16,0
낙인,16,0
낙제,16,0
낚시,16,0
낚시대,16,0
낚시터,16,0
날,16,0
날씬,16,0
나이,16,0
남구수어통역센터,16,0
남구주민지원센터,16,0
남구지부,16,0
고아원,16,0
고수입,16,0
남대문시장,16,0
남매,16,0
남몰래,16,0
나주시수어통역센터,16,0
나사렛대학교,16,0
깜깜하다,16,0
꿀벌,16,0
깜빡하다,16,0
깨끗하다,16,0
깨물다,16,0
꼬마,16,0
꼴사납다,16,0
꽃씨,16,0
꽃잎,16,0
꿀물,16,0
꿇다,16,0
나쁘다,16,0
꿈,16,0
나누다,16,0
고양시청,16,0
고양시지부,16,0
고양시수어통역센터,16,0
고양,16,0
나무기둥,16,0
나빠지다,16,0
방도,16,0
미치다,16,0
방식,16,0
서대문구지부,16,0
생각,16,0
생각못하다,16,0
생계,16,0
생년월일,16,0
생일,16,0
생활,16,0
가평군지부,16,0
서구식,16,0
가평군주민지원센터,16,0
가평군수어통역센터,16,0
가짜,16,0
서귀포시수화통역센터,16,0
서귀포시지부,16,0
서귀포시청,16,0
가죽신,16,0
가족회의,16,0
서대문,16,0
서대문구수어통역센터,16,0
서대문구주민지원센터,16,0
샘마을길,16,0
각오,16,0
색종이,16,0
간호사,16,0
상원길,16,0
갈등,16,0
상장,16,0
상주시수어통역센터,16,0
상주시지부,16,0
상처,16,0
상품,16,0
새,16,0
새똥,16,0
색연필,16,0
간편,16,0
새알,16,0
새원말길,16,0
새집,16,0
새창로,16,0
간단하다,16,0
간,16,0
색맹,16,0
가족,16,0
가정교육,16,0
사십사,16,0
서빙고로,16,0
설사,16,0
섬,16,0
섬나라,16,0
섭섭하다,16,0
성격,16,0
성경책,16,0
가시나무,16,0
성공,16,0
성급,16,0
성남,16,0
성남시수어통역센터,16,0
성남시지부,16,0
성남시청,16,0
가수,16,0
성냥불,16,0
성동,16,0
가소롭다,16,0
성동구지부,16,0
성병,16,0
설득되다,16,0
설거지,16,0
선짓국,16,0
서울특별시수어통역센터,16,0
서산시수어통역센터,16,0
서산시지부,16,0
서산시청,16,0
가위바위보,16,0
서울대공원,16,0
서울숲,16,0
서울시청,16,0
서울특별시농아인협회,16,0
서점,16,0
선별,16,0
서천군수어통역센터,16,0
서천군주민지원센터,16,0
서천군지부,16,0
서초구수어통역센터,16,0
서초구주민지원센터,16,0
서초구지부,16,0
석유,16,0
석탄,16,0
상암산로,16,0
상세검색,16,0
상상하다,16,0
상부,16,0
사천시수화통역센터,16,0
사천시지부,16,0
사천시청,16,0
사천오백,16,0
사천오백만,16,0
사춘기,16,0
사하구주민지원센터,16,0
사하구지부,16,0
사후,16,0
방음,16,0
삭발,16,0
산청군수화통역센터,16,0
산청군주민지원센터,16,0
산청군지부,16,0
살살,16,0
감사,16,0
감동,16,0
삼,16,0
삼만,16,0
사천만,16,0
사천,16,0
사진작가,16,0
사억오천만,16,0
사십억,16,0
사십오,16,0
사십오만,16,0
사십오억,16,0
사십육,16,0
사십이,16,0
사십일,16,0
사억,16,0
사업,16,0
사직,16,0
사업장,16,0
사욕,16,0
사용법,16,0
사용처,16,0
사위,16,0
사육장,16,0
사이다,16,0
사장,16,0
삼만오천,16,0
삼백,16,0
삼백구십,16,0
감기,16,0
삼십팔,16,0
삼억,16,0
삼억오천만,16,0
삼일대로,16,0
삼척,16,0
삼척시수어통역센터,16,0
삼척시지부,16,0
삼척시청,16,0
삼천,16,0
삼십일,16,0
삼천만,16,0
삼천오백,16,0
삼천오백만,16,0
감금,16,0
상관없다,16,0
상담,16,0
상류층,16,0
상봉중앙로,16,0
삼십칠,16,0
삼십이,16,0
삼백만,16,0
삼백팔십,16,0
삼백사십,16,0
삼백삼십,16,0
삼백십,16,0
삼백오십,16,0
삼백오십만,16,0
삼백육십,16,0
삼백이십,16,0
삼백칠십,16,0
감나무,16,0
삼십육,16,0
삼성,16,0
삼십,16,0
삼십구,16,0
삼십만,16,0
삼십사,16,0
삼십삼,16,0
삼십오,16,0
삼십오만,16,0
성북,16,0
성북구수어통역센터,16,0
성북구지부,16,0
순천시지부,16,0
시집,16,0
시차,16,0
시험,16,0
시험감독,16,0
시흥,16,0
식당,16,0
식목일,16,0
식전,16,0
신경쓰다,16,0
신나다,16,0
신문,16,0
신부,16,0
49분,16,0
신사,16,0
4600,16,0
신식,16,0
신안군수어통역센터,16,0
신안군주민지원센터,16,0
신안군지부,16,0
시작,16,0
시원하다,16,0
시어머니,16,0
스웨덴,16,0
술,16,0
술값,16,0
술잔,16,0
술집,16,0
숨차다,16,0
숲,16,0
쉽다,16,0
가다(차),16,0
슬프다,16,0
시아버지,16,0
습자,16,0
승마복,16,0
승부차기,16,0
승패,16,0
LA,16,0
시달리다,16,0
시댁,16,0
시시하다,16,0
신용산,16,0
신용카드,16,0
신입학,16,0
쌀벌레,16,0
십육,16,0
십이,16,0
십일,16,0
십칠,16,0
십팔,16,0
싱가폴,16,0
쌀가루,16,0
쌀값,16,0
쌍둥이,16,0
십오만,16,0
쌍용,16,0
썩다,16,0
쑥쓰럽다,16,0
쓰다,16,0
쓸쓸하다,16,0
100만원,16,0
아까,16,0
아끼다,16,0
십오억,16,0
십오,16,0
신체적장애,16,0
실습,16,0
신통하다,16,0
신학,16,0
38선,16,0
30km,16,0
신혼,16,0
실망,16,0
실명,16,0
실생활,16,0
실언,16,0
십삼,16,0
실천,16,0
실토,16,0
싫어하다,16,0
싫증나다,16,0
심부름,16,0
십구,16,0
십만,16,0
십사,16,0
순천시청,16,0
순천시수어통역센터,16,0
성실,16,0
순창군지부,16,0
소복,16,0
소불고기,16,0
소뿔,16,0
소식,16,0
소외감,16,0
가명,16,0
소주,16,0
소지자,16,0
가만히,16,0
가르다,16,0
가루약,16,0
소화불량,16,0
소화제,16,0
속다,16,0
속달,16,0
가로공원로,16,0
속초시수어통역센터,16,0
속초시지부,16,0
손,16,0
소문내다,16,0
소금물,16,0
소극적,16,0
세배,16,0
성씨,16,0
성인,16,0
성조기,16,0
성주시수어통역센터,16,0
성토,16,0
성폭행,16,0
성품,16,0
세명,16,0
세번째,16,0
소개,16,0
세수,16,0
세수대야,16,0
세쌍둥이,16,0
가쁘다,16,0
세종특별자치시,16,0
가발,16,0
센티미터,16,0
소감,16,0
손녀,16,0
손자,16,0
솔잎,16,0
수재,16,0
수어,16,0
수영,16,0
수영구주민지원센터,16,0
수영구지부,16,0
수영장,16,0
수요일,16,0
수원,16,0
수입,16,0
수저통,16,0
수성구주민지원센터,16,0
수집가,16,0
수포,16,0
숙녀복,16,0
숙련,16,0
순금,16,0
순산,16,0
순종,16,0
순창군주민지원센터,16,0
수심,16,0
수성구수어통역센터,16,0
솔직,16,0
쇄신,16,0
솔직하다,16,0
솜씨,16,0
솜씨없다,16,0
송년회,16,0
송아지,16,0
송파구주민지원센터,16,0
송파구지부,16,0
가렵다,16,0
가래떡,16,0
수상,16,0
쇠기둥,16,0
쇼하다,16,0
수감,16,0
수감자,16,0
수갑,16,0
수다스럽다,16,0
수면제,16,0
수북하다,16,0
사십삼,16,0
공군,16,0
보라색,16,0
복사본,16,0
보이스카우트,16,0
백오십구,16,0
보호,16,0
복귀,16,0
백오십,16,0
강북구수어통역센터,16,0
백억,16,0
백오십만,16,0
복잡하다,16,0
복지카드,16,0
본성,16,0
볼,16,0
봉화군수어통역센터,16,0
백십팔,16,0
보은군수어통역센터,16,0
백오십사,16,0
북구지부,16,0
백오십일,16,0
백육십,16,0
보령시지부,16,0
백육,16,0
백오십팔,16,0
보복,16,0
백오십칠,16,0
백오십이,16,0
백오십오,16,0
보성군주민지원센터,16,0
백오십육,16,0
보성군지부,16,0
보수교육,16,0
보신탕,16,0
강릉시지부,16,0
백십칠,16,0
봉화군주민지원센터,16,0
강북구주민지원센터,16,0
부채질,16,0
부여군수어통역센터,16,0
백십사,16,0
부여군주민지원센터,16,0
부여군지부,16,0
백십구,16,0
부족,16,0
백칠십구,16,0
백십일,16,0
부천시수어통역센터,16,0
부천시지부,16,0
부천시청,16,0
부탁,16,0
부합되다,16,0
북구수어통역센터,16,0
부엌,16,0
부안군지부,16,0
백십삼,16,0
부안군주민지원센터,16,0
부안군수어통역센터,16,0
부산광역시농아인협회,16,0
부부싸움,16,0
부부,16,0
부럽다,16,0
강릉,16,0
백십오,16,0
부드럽다,16,0
부동산,16,0
백십육,16,0
부고,16,0
봉화군지부,16,0
백십이,16,0
강릉시청,16,0
강북,16,0
보건복지부,16,0
백이십육,16,0
백이십이,16,0
백팔십오,16,0
백팔십육,16,0
백팔십이,16,0
백팔십일,16,0
백팔십칠,16,0
백팔십팔,16,0
벗어나다,16,0
버릇,16,0
버스값,16,0
번거롭다,16,0
백이십오,16,0
벌꿀,16,0
백이십삼,16,0
백팔십삼,16,0
백팔십사,16,0
백팔십구,16,0
백팔십,16,0
백팔,16,0
백이십일,16,0
백이십칠,16,0
백이십팔,16,0
백칠십팔,16,0
백칠십칠,16,0
백칠십일,16,0
백일,16,0
백칠십이,16,0
백칠,16,0
백칠십오,16,0
백칠십삼,16,0
백칠십사,16,0
벌칙사항,16,0
벚꽃,16,0
보건복지,16,0
병명,16,0
백육십이,16,0
별거,16,0
백육십육,16,0
별미,16,0
병,16,0
병가,16,0
병문안,16,0
베다,16,0
백육십오,16,0
백육십삼,16,0
강물,16,0
병사,16,0
백육십사,16,0
병아리,16,0
백육십일,16,0
백육십칠,16,0
별,16,0
백육십팔,16,0
변화,16,0
변천,16,0
변제,16,0
변비,16,0
백이,16,0
백이십,16,0
변명,16,0
백이십구,16,0
변덕,16,0
벼락부자,16,0
백이십사,16,0
벨트,16,0
베트남,16,0
북구주민지원센터,16,0
부천,16,0
백수,16,0
사고력,16,0
백구십일,16,0
사감,16,0
백구십이,16,0
갑절,16,0
갑부,16,0
사계절,16,0
사고방식,16,0
삐치다,16,0
사골,16,0
사과,16,0
백구십육,16,0
사교,16,0
사기,16,0
백구십오,16,0
사,16,0
뽀뽀,16,0
사내,16,0
빚더미,16,0
비인간적,16,0
비좁다,16,0
빈말,16,0
빈털터리,16,0
북한,16,0
빗,16,0
강북구지부,16,0
백구십칠,16,0
강,16,0
빨강,16,0
값비싸다,16,0
뺨맞다,16,0
백만,16,0
백구십팔,16,0
사납다,16,0
사냥꾼,16,0
비빔밥,16,0
방화동로,16,0
사백오십,16,0
강서,16,0
강서구수어통역센터,16,0
강서구주민지원센터,16,0
배드민턴,16,0
사색,16,0
방충,16,0
배부르다,16,0
사생활,16,0
사십,16,0
사십구,16,0
사십만,16,0
방직공장,16,0
방직,16,0
감염병,16,0
배은,16,0
감히,16,0
사만오천,16,0
감옥살이,16,0
사립,16,0
백구십삼,16,0
사립학교,16,0
사만,16,0
백구십사,16,0
백구십구,16,0
사백,16,0
백구십,16,0
사모님,16,0
사무,16,0
사무실,16,0
백구,16,0
백,16,0
비율,16,0
빈혈,16,0
백삼십구,16,0
강남구지부,16,0
불성실,16,0
강동구수어통역센터,16,0
불쌍,16,0
백삼십삼,16,0
강남구청,16,0
백삼십사,16,0
백삼,16,0
강남구수어통역센터,16,0
백사십팔,16,0
백사십칠,16,0
불안,16,0
불알,16,0
불친절,16,0
백사십일,16,0
불복종,16,0
불면증,16,0
불면,16,0
불간섭,16,0
백삼십오,16,0
백삼십육,16,0
백삼십이,16,0
강동구주민지원센터,16,0
분홍조명,16,0
백삼십칠,16,0
분홍,16,0
강동구지부,16,0
백삼십팔,16,0
분필,16,0
분주하다,16,0
백석,16,0
분담,16,0
불필요,16,0
백칠십,16,0
불행,16,0
비교연구,16,0
비다,16,0
백사십,16,0
백사십사,16,0
백사십오,16,0
비닐하우스,16,0
붓다,16,0
비루,16,0
백사십육,16,0
백사십이,16,0
백사십삼,16,0
비,16,0
브라질,16,0
붕대,16,0
비등하다,16,0
10번째,15,0
팔백억,15,0
이모,15,0
방황,15,0
교명,15,0
12번째,15,0
백십,15,0
10만원,15,0
의왕시수어통역센터,15,0
포항시수화통역센터,15,0
무수막길,15,0
백일잔치,15,0
8번째,15,0
미안합니다,15,0
의성군주민지원센터,15,0
안동시청,15,0
백삼십일,15,0
식도염,15,0
양산시수화통역센터,15,0
익산시수어통역센터,15,0
안쓰럽다,15,0
홍성군수어통역센터,15,0
백오,15,0
문제지,15,0
안성시지부,15,0
3.1절,15,0
임실군주민지원센터,15,0
백사,15,0
교통법교육,15,0
수영구수어통역센터,15,0
양양군주민지원센터,15,0
양양군수어통역센터,15,0
교통,15,0
과천시수어통역센터,15,0
이력서,15,0
광업,15,0
수성구지부,15,0
순창군수어통역센터,15,0
백오십삼,15,0
광산구주민지원센터,15,0
경주,15,0
군책,15,0
결혼,15,0
고모,15,0
논산시지부,15,0
논산시수어통역센터,15,0
강남대학교,15,0
운동선수,15,0
불가리,15,0
분홍색,15,0
운전면허갱신,15,0
고성군수화통역센터,15,0
새터산길,15,0
새털,15,0
철모,15,0
부추기다,15,0
백칠십육,15,0
연착,15,0
연수구지부,15,0
연수구주민지원센터,15,0
만나다,15,0
전자기기,15,0
체험담,15,0
강릉시수어통역센터,15,0
논산시청,15,0
종합운동장,15,0
보은군주민지원센터,15,0
창녕군주민지원센터,15,0
지하위,15,0
사백오십만,15,0
증인,15,0
사십칠,15,0
대전농아인협회,15,0
완주군수어통역센터,15,0
증명,15,0
사백억,15,0
독서실,15,0
대덕수어통역센터,15,0
중요,15,0
진천군주민지원센터,15,0
사하구수어통역센터,15,0
경남,15,0
동구수어통역센터,15,0
경고,15,0
차량점검,15,0
용산구수어통역센터,15,0
동해시지부,15,0
예천군지부,15,0
삼십오억,15,0
화성시수어통역센터,15,0
남원시수어통역센터,15,0
김포시지부,15,0
성주시지부,15,0
횡성군주민지원센터,15,0
성동구수어통역센터,15,0
김해시수화통역센터,15,0
위쪼이다,15,0
성북구주민지원센터,15,0
표지판,15,0
감사합니다,15,0
보관,15,0
출근,15,0
성주시청,15,0
칠십육,15,0
유리그릇,15,0
여분,15,0
면제,15,0
엄마,15,0
장점,15,0
금욕,15,0
몇사람,15,15
긍정적,15,0
금정구주민지원센터,15,0
몽골,15,0
친가족,15,0
망우로,15,0
여주시지부,15,0
거제시수화통역센터,15,0
보성군수어통역센터,15,0
송파구수어통역센터,15,0
위로올리다,14,0
연수구수어통역센터,14,0
일조,14,0
일정하다,14,0
인천광역시농아인협회,14,0
세종특별자치시농아인협회,14,0
까먹다,14,0
보령시수어통역센터,14,0
겉멋,14,0
경북농아인협회,14,0
확인증,14,0
9번째,14,0
된장찌개,13,0
안고길,13,0
보여주다,13,0
말하다,13,0
창문,13,0
마이동풍,13,0
두다,12,0
어젯밤,12,0
속,12,0
할수있다,11,0
데모,11,0
배춧국,11,0
꽈배기,11,0
도움,11,0
좁다,10,0
어느,9,0
급하게,8,0
저거,8,0
빠지다,6,0
데려가다,6,0
가까이,6,0
드렁크,6,0
십자로,6,0
지연,5,0
대모,5,0
배추국,5,0
꽈베기,5,0
건너,5,0
안골길,4,0
귀신,4,0
옮기다,4,0
문자(앱),4,0
현금,4,0
대다,4,0
어제밤,4,0
새벽,4,0
내린다,4,0
환풍구,3,0
전화,3,0
열다,3,0
마이동품,3,0
정류장,3,0
당기다,3,0
자동차,3,0
때,3,0
된장찌게,3,0
호선,3,0
박물관,3,0
"차내리다
",3,0
한시간,2,0
ㅊ,2,0
경주농아인협회,2,0
걷다3,2,0
걷다6,2,0
24,2,0
걷다2,2,0
고속도로,2,0
계시다,2,0
5천,2,0
해봐,2,0
아동,2,0
도착서다,2,0
스스로,2,0
발생,2,0
낯선,2,0
이후,2,0
쇄뇌,2,0
천억,2,0
속성,2,0
요금내다,2,0
에러,2,0
이거,2,0
째려보다3,2,0
의미1,2,0
뚱뚱하다2,2,0
담당2,2,0
떨다2,2,0
집,2,0
복사,2,0
서구지부1,2,0
서구주민지원센터2,2,0
서구수어통역센터1,2,0
지역이름,2,0
때리다3,2,0
새롭다,2,0
샀다,2,0
자다3,2,0
들다,2,0
살인2,2,0
종로가,2,0
옷,2,0
빼다,2,0
말,2,0
만족,2,0
금액,2,0
충천,2,0
잠실1,2,0
신호동,2,0
몸2,2,0
장사,2,0
쿠폰,2,0
금산군지부,2,0
카카오톡,2,0
무수막갈,2,0
밍우로,2,0
초대3,2,0
나라,2,0
호텔대학교,1,0
뻔뻔2,1,0
부러지다,1,0
잃다,1,0
분혹색,1,0
불가능2,1,0
불신1,1,0
우습다1,1,0
"임실군주민지원센터
",1,0
우유2,1,0
용마공원길,1,0
우유1,1,0
강릉수어통역센터,1,0
문래로로,1,0
자다1,1,0
"우유
",1,0
자다2,1,0
"익산시수어통역센터
",1,0
밀거래1,1,0
일어나다2,1,0
복습2,1,0
바꾸기,1,0
"방법
",1,0
밉다3,1,0
배려1,1,0
배려2,1,0
밉다2,1,0
배려3,1,0
"백사
",1,0
"홍은중앙길
",1,0
"백오
",1,0
의문1,1,0
보령수어통역센터,1,0
밉다1,1,0
위례중앙길,1,0
밀거래2,1,0
받다(돈),1,0
일어나다1,1,0
"확인증
",1,0
평창로,1,0
요금,1,0
신기2,1,0
가로공원길,1,0
어렵다1,1,0
가다4,1,0
가다3,1,0
가능1,1,0
야단치다3,1,0
야단치다2,1,0
U,1,0
야단치다1,1,0
압축,1,0
신기1,1,0
5천원,1,0
알다1,1,0
없다1,1,0
안타깝다2,1,0
안성지부,1,0
싫다1,1,0
싫다2,1,0
쓰러지다1,1,0
10번쨰,1,0
쓰러지다2,1,0
쓰려지다,1,0
아기1,1,0
0만원,1,0
.절,1,0
",곳",1,0
없다',1,0
없다2,1,0
사라지다1,1,0
"새터산길
",1,0
사라지다3,1,0
감옥2,1,0
완완주군수어통역센터,1,0
사별1,1,0
감사하다,1,0
살인1,1,0
삼봉중앙로,1,0
황소고집1,1,0
예민1,1,0
갈색2,1,0
"상원길
",1,0
새깃털,1,0
새터산로,1,0
"세종특별자치시농아인협회
",1,0
샘마을기,1,0
서구주민지원센터1,1,0
서다1,1,0
서다2,1,0
연희맛길,1,0
서빙고길,1,0
 알려주다,1,0
역,1,0
여주지부,1,0
여자2,1,0
여자1,1,0
세종시농아인협회,1,0
거만2,1,0
잠실2,1,0
무식2,1,0
무식1,1,0
논산시지회,1,0
농수산시장길,1,0
눈2,1,0
다산길,1,0
닫다,1,0
달래다1,1,0
달래다2,1,0
고난이도2,1,0
고난이도1,1,0
째려보다2,1,0
째려보다1,1,0
담당1,1,0
집중2,1,0
집중1,1,0
당황1,1,0
"진천군주민지원센터
",1,0
대방동길 ,1,0
직인1,1,0
대충,1,0
도서관,1,0
지도3,1,0
지도2,1,0
지도1,1,0
한국농아인협회2,1,0
한국농아인협회3,1,0
"도신로
",1,0
지나가다,1,0
"하남시청
",1,0
"논산시수어통역센터
",1,0
네모,1,0
귀찮다1,1,0
평가2,1,0
폐업1,1,0
편두통,1,0
광산구주민센터,1,0
"교통법교육

",1,0
탄광,1,0
구조1,1,0
국립,1,0
고항,1,0
"카드
",1,0
"군책
",1,0
귀엽다1,1,0
귀찮다2,1,0
첫,1,0
그림,1,0
금산군주민지원센터,1,0
"금욕
",1,0
급하다2,1,0
"김해시수화통역센터
",1,0
초대2,1,0
초대1,1,0
남녀1,1,0
남녀2,1,0
"필요
",1,0
남자1,1,0
남자2,1,0
중요하다,1,0
독특1,1,0
돈화문로 ,1,0
맹세1,1,0
마포(복숭아),1,0
마표대교,1,0
검사2,1,0
만나서,1,0
전문2,1,0
전문1,1,0
걷다5,1,0
걷다4,1,0
전기기기,1,0
걷다1,1,0
맞다1,1,0
맞습니다,1,0
머른내로,1,0
점검,1,0
"면제
",1,0
몇+사람,1,0
몸1,1,0
공식2,1,0
거지3,1,0
거지2,1,0
잠깐만,1,0
잠,1,0
무덤덤1,1,0
무덤덤2,1,0
거재수화통역센터,1,0
"무례
",1,0
"마천로
",1,0
"마곡중앙로
",1,0
중독1,1,0
죄송하다,1,0
돌아다니다,1,0
경동시장길,1,0
"돕다
",1,0
중구지부2,1,0
중구지부1,1,0
"경기농아인협회
",1,0
중구주민지원센터2,1,0
중구주민지원센터1,1,0
중구수어통역센터2,1,0
중구수어통역센터1,1,0
경계,1,0
주다(돈),1,0
좋다1,1,0
뚱뚱하다3,1,0
두산길,1,0
들곶이로,1,0
결심2,1,0
결심1,1,0
결승전2,1,0
결승전1,1,0
때리다1,1,0
때리다2,1,0
떨다1,1,0
견습2,1,0
견습1,1,0
뚱뚱하다1,1,0
 고장,1,0
